Ticker,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA,EMA,Volatility
SMP,1980-03-17 00:00:00-05:00,0.0,0.9644233424852817,0.9508396387100221,0.950839638710022,18750,0.0,0.0,,0.950839638710022,
SMP,1980-03-18 00:00:00-05:00,0.0,0.9508403771675503,0.9372570514678954,0.9372570514678955,4125,0.0,0.0,,0.9495460589726766,
SMP,1980-03-19 00:00:00-05:00,0.0,0.9508396387100221,0.9508396387100221,0.950839638710022,4125,0.0,0.0,,0.9496692570429,
SMP,1980-03-20 00:00:00-05:00,0.0,0.9508403771675503,0.9372570514678954,0.9372570514678955,2625,0.0,0.0,,0.9484871422262329,
SMP,1980-03-21 00:00:00-05:00,0.0,0.9236732994431385,0.8829230496837025,0.8965063691139221,27750,0.0,0.0,,0.9435365924060127,
SMP,1980-03-24 00:00:00-05:00,0.0,0.8829234835084477,0.8285894989967346,0.8285894989967346,28875,0.0,0.0,,0.9325892501765577,
SMP,1980-03-25 00:00:00-05:00,0.0,0.828589644192796,0.8014230358016867,0.8150063157081604,14625,0.0,0.0,,0.9213908754652818,
SMP,1980-03-26 00:00:00-05:00,0.0,0.815005981327013,0.7878389954566956,0.7878389954566956,10125,0.0,0.0,,0.9086716487977973,
SMP,1980-03-27 00:00:00-05:00,0.0,0.8014221783733743,0.7470881938934326,0.7470881938934326,12375,0.0,0.0,,0.893282748330715,
SMP,1980-03-28 00:00:00-05:00,0.0,0.8150063157081604,0.7878393186917556,0.8150063157081604,68250,0.0,0.0,,0.8858278499857098,
SMP,1980-03-31 00:00:00-05:00,0.0,0.8150063157081604,0.7606727103006463,0.8150063157081604,51375,0.0,0.0,,0.8790829419592766,
SMP,1980-04-01 00:00:00-05:00,0.0,0.8150063157081604,0.8014230358016867,0.8150063157081604,28125,0.0,0.0,,0.872980406125837,
SMP,1980-04-02 00:00:00-05:00,0.0,0.8150063157081604,0.8014230358016867,0.8150063157081604,11250,0.0,0.0,,0.8674590641812965,
SMP,1980-04-03 00:00:00-05:00,0.0,0.8421733613027271,0.8150063157081604,0.8150063157081604,21750,0.0,0.0,,0.8624635643267121,
SMP,1980-04-07 00:00:00-05:00,0.0,0.8421732137263533,0.8014228953661054,0.8285894989967346,9750,0.0,0.0,,0.8592374628667143,
SMP,1980-04-08 00:00:00-05:00,0.0,0.8421732137263533,0.8150061728923433,0.8285894989967346,12750,0.0,0.0,,0.8563186091648115,
SMP,1980-04-09 00:00:00-05:00,0.0,0.8421732137263533,0.8285894989967346,0.8285894989967346,15750,0.0,0.0,,0.8536777415297566,
SMP,1980-04-10 00:00:00-05:00,0.0,0.8421733613027271,0.8014230358016867,0.8150063157081604,22125,0.0,0.0,,0.8499947485943665,
SMP,1980-04-11 00:00:00-05:00,0.0,0.8421732137263533,0.8014228953661054,0.8285894989967346,5250,0.0,0.0,,0.8479561533945921,
SMP,1980-04-14 00:00:00-05:00,0.0,0.8421732137263533,0.8150061728923433,0.8285894989967346,8625,0.0,0.0,0.8442104071378708,0.8461117101186056,
SMP,1980-04-15 00:00:00-05:00,0.0,0.8557560443878174,0.7606722229732208,0.8557560443878174,6750,0.0,0.0,0.8394562274217605,0.8470302181442448,0.03404636082756758
SMP,1980-04-16 00:00:00-05:00,0.0,0.8557563266238621,0.8421730995178223,0.8421730995178223,9000,0.0,0.0,0.8347020298242569,0.8465676354179189,0.03407171005021423
SMP,1980-04-17 00:00:00-05:00,0.0,0.8285894989967346,0.8285894989967346,0.8285894989967346,6000,0.0,0.0,0.8285895228385926,0.8448554319492347,0.03384710837747358
SMP,1980-04-18 00:00:00-05:00,0.0,0.8421730995178223,0.8285893866303141,0.8421730995178223,9375,0.0,0.0,0.8238353252410888,0.8445999717176716,0.0341607112440982
SMP,1980-04-21 00:00:00-05:00,0.0,0.8421733613027271,0.8150063157081604,0.8150063157081604,14625,0.0,0.0,0.8197603225708008,0.8417815282881944,0.03357893500200625
SMP,1980-04-22 00:00:00-05:00,0.0,0.8557563266238621,0.8285893866303141,0.8421730995178223,13500,0.0,0.0,0.8204395025968552,0.8418188207862543,0.030018766488467342
SMP,1980-04-23 00:00:00-05:00,0.0,0.8421730995178223,0.8285893866303141,0.8421730995178223,15750,0.0,0.0,0.8217978417873383,0.8418525616178322,0.029734630215580884
SMP,1980-04-24 00:00:00-05:00,0.0,0.8557564426744377,0.8150061728923433,0.8285894989967346,13500,0.0,0.0,0.8238353669643402,0.8405894127967753,0.028894002668165813
SMP,1980-04-25 00:00:00-05:00,0.0,0.8421730995178223,0.8421730995178223,0.8421730995178223,375,0.0,0.0,0.8285896122455597,0.8407402401035418,0.025982695377144913
SMP,1980-04-28 00:00:00-04:00,0.0,0.8557560443878174,0.8285891133541677,0.8557560443878174,36750,0.0,0.0,0.8306270986795425,0.8421703167020441,0.016994914243919114
SMP,1980-04-29 00:00:00-04:00,0.0,0.8693395256996155,0.8557562033933068,0.8693395256996155,33750,0.0,0.0,0.8333437591791153,0.8447578604160985,0.01723702994980825
SMP,1980-04-30 00:00:00-04:00,0.0,0.8693393641702498,0.8557560443878174,0.8557560443878174,31875,0.0,0.0,0.8353812456130981,0.845805306508643,0.017744576070758994
SMP,1980-05-01 00:00:00-04:00,0.0,0.8693393641702498,0.8421728217616467,0.8557560443878174,8250,0.0,0.0,0.837418732047081,0.8467529958304691,0.017744576070758994
SMP,1980-05-02 00:00:00-04:00,0.0,0.8557560443878174,0.8421728217616467,0.8557560443878174,8625,0.0,0.0,0.8394562184810639,0.847610429026407,0.017744576070758994
SMP,1980-05-05 00:00:00-04:00,0.0,0.8557560443878174,0.8421728217616467,0.8557560443878174,10500,0.0,0.0,0.840814545750618,0.8483862019179699,0.01743750130056644
SMP,1980-05-06 00:00:00-04:00,0.0,0.8557560443878174,0.8421728217616467,0.8557560443878174,7500,0.0,0.0,0.8421728730201721,0.8490880916770029,0.01743750130056644
SMP,1980-05-07 00:00:00-04:00,0.0,0.8557563266238621,0.8421730995178223,0.8421730995178223,13125,0.0,0.0,0.8428520530462265,0.8484295209951762,0.01787739009527616
SMP,1980-05-08 00:00:00-04:00,0.0,0.8557563266238621,0.8421730995178223,0.8421730995178223,12000,0.0,0.0,0.8442103922367096,0.8478336713306663,0.01740934037141496
SMP,1980-05-09 00:00:00-04:00,0.0,0.8557563266238621,0.8421730995178223,0.8421730995178223,28125,0.0,0.0,0.844889572262764,0.8472945692532526,0.0170547748204598
SMP,1980-05-12 00:00:00-04:00,0.0,0.8693395256996155,0.8285892673118503,0.8693395256996155,10125,0.0,0.0,0.846927073597908,0.8493940889148109,0.01842995522832193
SMP,1980-05-13 00:00:00-04:00,0.0,0.8965063691139221,0.8829230496837025,0.8965063691139221,20250,0.0,0.0,0.8489645898342133,0.8538809727432977,0.018300086200677818
SMP,1980-05-14 00:00:00-04:00,0.0,1.0323408059960804,0.9236735419324156,1.005174160003662,124125,0.0,0.0,0.8571146428585052,0.8682898477204752,0.03177386410160014
SMP,1980-05-15 00:00:00-04:00,0.0,1.0459244965724566,1.0187574625015259,1.0187574625015259,19125,0.0,0.0,0.8666230410337448,0.882620096747242,0.03120957036688705
SMP,1980-05-16 00:00:00-04:00,0.0,1.0866749296866152,1.018757625135829,1.0459246635437012,15750,0.0,0.0,0.8768106192350388,0.898172912632619,0.03139009261946245
SMP,1980-05-19 00:00:00-04:00,0.0,1.141008196142147,1.0595075898842214,1.07309091091156,34500,0.0,0.0,0.8897148489952087,0.9148317696115658,0.029793638044839903
SMP,1980-05-20 00:00:00-04:00,0.0,1.1002577543258667,1.059507409554536,1.1002577543258667,18000,0.0,0.0,0.902619081735611,0.9324913872034039,0.02957650231347992
SMP,1980-05-21 00:00:00-04:00,0.0,1.1002579415913194,1.07309091091156,1.07309091091156,2625,0.0,0.0,0.9141649723052978,0.9458818180327521,0.030679710383133166
SMP,1980-05-22 00:00:00-04:00,0.0,1.0866749286651611,1.0866749286651611,1.0866749286651611,9375,0.0,0.0,0.9270692437887191,0.9592906857120291,0.029926291758605717
SMP,1980-05-23 00:00:00-04:00,0.0,1.0866750063664448,1.059507966041565,1.059507966041565,17625,0.0,0.0,0.9379359871149063,0.9688351886005564,0.03116175898655595
SMP,1980-05-27 00:00:00-04:00,0.0,1.059507966041565,1.0323410228729903,1.059507966041565,10500,0.0,0.0,0.9481235831975937,0.9774706912139858,0.03125738067994537
SMP,1980-05-28 00:00:00-04:00,0.0,1.059507966041565,1.059507966041565,1.059507966041565,9000,0.0,0.0,0.9576320052146912,0.9852837650070886,0.03133328207707243
SMP,1980-05-29 00:00:00-04:00,0.0,1.0595078912787428,1.0459246635437012,1.0459246635437012,4500,0.0,0.0,0.9671404361724854,0.9910590886772421,0.031216815190433747
SMP,1980-05-30 00:00:00-04:00,0.0,1.0459235098583746,1.0187565014165358,1.0323398113250732,5625,0.0,0.0,0.9759696245193481,0.9949905860722736,0.031580243317784744
SMP,1980-06-02 00:00:00-04:00,0.0,1.0459235098583746,1.0323398113250732,1.0323398113250732,7875,0.0,0.0,0.984798812866211,0.9985476551439688,0.031580243317784744
SMP,1980-06-03 00:00:00-04:00,0.0,1.0323398113250732,1.0187565014165358,1.0323398113250732,2250,0.0,0.0,0.9936280012130737,1.0017659557326455,0.031580243317784744
SMP,1980-06-04 00:00:00-04:00,0.0,1.0459244965724566,1.0187574625015259,1.0187574625015259,3000,0.0,0.0,1.0017780721187592,1.0033841944725388,0.03193182565436527
SMP,1980-06-05 00:00:00-04:00,0.0,1.0323408059960804,1.005174160003662,1.005174160003662,4125,0.0,0.0,1.0099281251430512,1.0035546673802649,0.03183171405668132
SMP,1980-06-06 00:00:00-04:00,0.0,1.0323408059960804,1.005174160003662,1.005174160003662,5250,0.0,0.0,1.0180781781673431,1.0037089047729693,0.03183171405668132
SMP,1980-06-09 00:00:00-04:00,0.0,1.0187574625015259,1.0187574625015259,1.0187574625015259,375,0.0,0.0,1.0269073963165283,1.0051421007471175,0.03176631272019769
SMP,1980-06-10 00:00:00-04:00,0.0,1.0187574625015259,1.0051741397786258,1.0187574625015259,750,0.0,0.0,1.0343782931566239,1.006438801866585,0.031394475932703385
SMP,1980-06-11 00:00:00-04:00,0.0,1.0323398113250732,1.0051731915079987,1.0323398113250732,2625,0.0,0.0,1.0411699652671813,1.0089055646721554,0.030960933058306852
SMP,1980-06-12 00:00:00-04:00,0.0,1.0323407852244257,1.0187574625015259,1.0187574625015259,3375,0.0,0.0,1.0418491303920745,1.009843840655905,0.01590939476244718
SMP,1980-06-13 00:00:00-04:00,0.0,1.0187574829998711,0.9644238995461811,1.005174160003662,20250,0.0,0.0,1.0411699652671813,1.009399109165215,0.01591207010818573
SMP,1980-06-16 00:00:00-04:00,0.0,0.9915906646004167,0.9508403952572672,0.978007435798645,13875,0.0,0.0,1.0377741038799286,1.0064094259874463,0.015604810745264257
SMP,1980-06-17 00:00:00-04:00,0.0,0.9644238045464972,0.9100898378197864,0.9236734509468079,6375,0.0,0.0,1.030303230881691,0.9985298093169094,0.018032967250890732
SMP,1980-06-18 00:00:00-04:00,0.0,0.937256618873358,0.8965063691139221,0.8965063691139221,25125,0.0,0.0,1.0201156616210938,0.9888132912023391,0.016940442502863227
SMP,1980-06-19 00:00:00-04:00,0.0,0.9100896885441416,0.8965063691139221,0.8965063691139221,5250,0.0,0.0,1.0112864345312118,0.9800221557653469,0.016715374208378476
SMP,1980-06-20 00:00:00-04:00,0.0,0.8965063691139221,0.8829230496837025,0.8965063691139221,6375,0.0,0.0,1.00177800655365,0.9720682713223541,0.016087370333638433
SMP,1980-06-23 00:00:00-04:00,0.0,0.9508403771675503,0.9100901085996738,0.9372570514678955,11625,0.0,0.0,0.9956654608249664,0.9687529170505009,0.019790196509519804
SMP,1980-06-24 00:00:00-04:00,0.0,0.9508403771675503,0.9236737257682406,0.9372570514678955,20250,0.0,0.0,0.989552915096283,0.9657533108045385,0.019790196509519804
SMP,1980-06-25 00:00:00-04:00,0.0,0.9372570514678954,0.9236737257682406,0.9372570514678955,2250,0.0,0.0,0.9834403693675995,0.9630393813439059,0.019790196509519804
SMP,1980-06-26 00:00:00-04:00,0.0,0.9372570514678954,0.9236737257682406,0.9372570514678955,6750,0.0,0.0,0.9780069887638092,0.9605839213557145,0.019762677387209576
SMP,1980-06-27 00:00:00-04:00,0.0,0.9508396387100221,0.9236730084093306,0.950839638710022,4875,0.0,0.0,0.9739319801330566,0.9596558944370771,0.020150258940752314
SMP,1980-06-30 00:00:00-04:00,0.0,0.9508396387100221,0.9372563235596764,0.950839638710022,7500,0.0,0.0,0.9698569715023041,0.9588162510345004,0.020150258940752314
SMP,1980-07-01 00:00:00-04:00,0.0,0.9508399828865643,0.9100897312164306,0.9100897312164307,12750,0.0,0.0,0.9637444674968719,0.9541756300994461,0.021914220983394433
SMP,1980-07-02 00:00:00-04:00,0.0,0.8965063691139221,0.8829230496837025,0.8965063691139221,26250,0.0,0.0,0.9576319128274917,0.9486833195293961,0.021947939326217927
SMP,1980-07-03 00:00:00-04:00,0.0,0.9100897312164306,0.8965064111493164,0.9100897312164307,3750,0.0,0.0,0.9528776913881302,0.945007739690066,0.022376638028709976
SMP,1980-07-07 00:00:00-04:00,0.0,0.9644233424852817,0.9236730084093306,0.950839638710022,7875,0.0,0.0,0.9501609653234482,0.9455631586443475,0.024963681402783378
SMP,1980-07-08 00:00:00-04:00,0.0,1.005174379183717,0.9644241098405677,0.978007435798645,18375,0.0,0.0,0.9481234639883042,0.9486530898018997,0.02568797498745907
SMP,1980-07-09 00:00:00-04:00,0.0,1.0051738496777294,0.9780069206036659,0.991590142250061,37875,0.0,0.0,0.9467650979757309,0.9527423328922007,0.02592367664246361
SMP,1980-07-10 00:00:00-04:00,0.0,0.9915901422500611,0.9780069206036659,0.991590142250061,23250,0.0,0.0,0.9447276145219803,0.9564421242596159,0.02570541809100177
SMP,1980-07-11 00:00:00-04:00,0.0,0.9915901422500611,0.964423601801016,0.991590142250061,8250,0.0,0.0,0.9433692485094071,0.9597895545444202,0.0255646630993071
SMP,1980-07-14 00:00:00-04:00,0.0,0.9915906646004167,0.9644241098405677,0.978007435798645,11250,0.0,0.0,0.9420109122991562,0.9615245908543464,0.02557402245560128
SMP,1980-07-15 00:00:00-04:00,0.0,0.978007157368582,0.9644238352775574,0.9644238352775574,9375,0.0,0.0,0.9413317322731019,0.9618007093708427,0.02503490062417984
SMP,1980-07-16 00:00:00-04:00,0.0,0.9915898756297447,0.9508396387100221,0.950839638710022,22500,0.0,0.0,0.9426900416612625,0.960756797879336,0.021724741177317413
SMP,1980-07-17 00:00:00-04:00,0.0,0.9915901422500611,0.9508398943733478,0.991590142250061,16125,0.0,0.0,0.9474442303180695,0.963693306867024,0.022285229065650468
SMP,1980-07-18 00:00:00-04:00,0.0,1.0323398113250732,0.9915894929746972,1.0323398113250732,39750,0.0,0.0,0.954235902428627,0.970231069196362,0.023626307965120774
SMP,1980-07-21 00:00:00-04:00,0.0,1.0730912161700825,1.0323409500271687,1.0459246635437012,21750,0.0,0.0,0.961706817150116,0.9774399829437277,0.023594304594816894
SMP,1980-07-22 00:00:00-04:00,0.0,1.0459246635437012,1.005174300244489,1.0459246635437012,45375,0.0,0.0,0.9671401977539062,0.9839623334770585,0.021926808655625747
SMP,1980-07-23 00:00:00-04:00,0.0,1.0459235098583746,1.0187565014165358,1.0323398113250732,15000,0.0,0.0,0.9718943357467651,0.9885697123197266,0.02229460835916404
SMP,1980-07-24 00:00:00-04:00,0.0,1.059507966041565,1.0187576970231607,1.059507966041565,10875,0.0,0.0,0.9780068814754486,0.9953257364837111,0.02275111740988836
SMP,1980-07-25 00:00:00-04:00,0.0,1.0730912918913948,1.0459247373480403,1.059507966041565,10500,0.0,0.0,0.984119427204132,1.0014383297749352,0.02275111740988836
SMP,1980-07-28 00:00:00-04:00,0.0,1.07309091091156,1.0595075898842214,1.07309091091156,5250,0.0,0.0,0.990231990814209,1.0082623851212804,0.02272285006278047
